Date,Score_Statement,Score_Minutes,Score_News
2000-01-31,1.0,1.0,-0.1317182817182817
2000-02-29,1.0,1.0,-0.11755772962669517
2000-03-31,1.0,0.989090909090909,-0.28157806162899546
2000-04-30,1.0,0.9208777429467083,-0.2217996078257125
2000-05-31,1.0,0.8526645768025077,-0.1610153256704981
2000-06-30,1.0,0.41608391608391604,-0.11497944335298878
2000-07-31,0.7391304347826086,0.43986013986013983,-0.2662169665615186
2000-08-31,0.4782608695652174,0.46363636363636357,-0.20591982091982092
2000-09-30,0.5322338830584707,0.275557461406518,-0.14800527130248492
2000-10-31,0.5862068965517241,0.08747855917667238,-0.23308448351142846
2000-11-30,-0.047619047619047616,0.1088348271446863,-0.22667206431912312
2000-12-31,-0.375,-0.28708133971291866,-0.4053303713830031
2001-01-31,-0.4668192219679633,-0.3316953316953317,-0.3057680788091254
2001-02-28,-0.5609958178805334,-0.30654030654030656,-0.36640936677701397
2001-03-31,-0.6551724137931034,-0.2813852813852814,-0.39291535999315885
2001-04-30,-0.3684210526315789,-0.38076946527650757,-0.31762555899552797
2001-05-31,-0.1724137931034483,-0.4801536491677337,-0.2569148202574748
2001-06-30,-0.375,-0.5185659411011524,-0.23310657207716026
2001-07-31,-0.375,-0.723709848020932,-0.44287892634748616
2001-08-31,-0.375,-0.9288537549407115,-0.28928605949880837
2001-09-30,-1.0,-0.8197405778544786,-0.3297370167958403
2001-10-31,-0.5238095238095238,-0.7106274007682458,-0.3899157800183424
2001-11-30,-1.0,-1.0,-0.25855392400284044
2001-12-31,-1.0,-0.7123473541383989,-0.2826072210023074
2002-01-31,-0.5454545454545454,-0.575027382256298,-0.24938640318146962
2002-02-28,-0.1477272727272727,-0.39314749394505044,-0.43906214675785665
2002-03-31,0.25,-0.2112676056338028,-0.19894751209042635
2002-04-30,0.25,-0.11645631363941222,-0.21099755272622783
2002-05-31,0.25,-0.021645021645021644,-0.30547360470460433
2002-06-30,0.42857142857142855,-0.13636363636363638,-0.1508407095713597
2002-07-31,0.047619047619047616,-0.18181818181818182,-0.3804906773597475
2002-08-31,-0.3333333333333333,-0.22727272727272727,-0.17081376076095986
2002-09-30,-0.3684210526315789,-0.10176390773405698,-0.37462458257854686
2002-10-31,-0.3138401559454191,-0.2514167132253173,-0.3476753998800338
2002-11-30,-0.25925925925925924,-0.4010695187165776,-0.30999836702286554
2002-12-31,-0.375,-0.5980861244019139,-0.3418829957729389
2003-01-31,0.25,-0.6112852664576803,-0.25825850813966267
2003-02-28,0.10119047619047619,-0.5020987195154349,-0.23875958147654552
2003-03-31,-0.047619047619047616,-0.39291217257318956,-0.44763561338513896
2003-04-30,-0.047619047619047616,-0.36691063174114025,-0.33735989958900164
2003-05-31,-0.047619047619047616,-0.34090909090909094,-0.23950811996352797
2003-06-30,0.15384615384615385,-0.15151515151515152,-0.2098200873200873
2003-07-31,0.12237762237762238,-0.005509641873278237,-0.2693478755672904
2003-08-31,0.09090909090909091,0.14049586776859505,-0.3670475440424507
2003-09-30,-0.25925925925925924,-0.052447552447552455,-0.23251990699359118
2003-10-31,0.1111111111111111,-0.050505050505050504,-0.2658868121791321
2003-11-30,0.031746031746031744,-0.06786616161616162,-0.22565720989250407
2003-12-31,-0.047619047619047616,-0.08522727272727273,-0.20338892412446793
2004-01-31,-0.6296296296296297,0.12667660208643813,-0.22886209395946736
2004-02-29,-0.6296296296296297,0.0207246646795827,-0.2842753198825163
2004-03-31,-0.6296296296296297,-0.08522727272727273,-0.1590725180808073
2004-04-30,-0.18981481481481483,0.1453470515970516,-0.24500582750582747
2004-05-31,0.25,0.3759213759213759,-0.0798869009969579
2004-06-30,-0.09090909090909091,0.5298701298701298,-0.1671614170143582
2004-07-31,-0.004914004914004913,0.18701298701298696,-0.17500530833947395
2004-08-31,0.08108108108108109,-0.15584415584415584,-0.1609684835066839
2004-09-30,0.1111111111111111,0.07600596125186289,-0.19209538283067693
2004-10-31,0.15555555555555556,0.09319778582073664,-0.2146913807255363
2004-11-30,0.2,0.11038961038961038,-0.16013772719655073
2004-12-31,0.1111111111111111,0.49768875192604,-0.18048635951861758
2005-01-31,0.1111111111111111,0.3405238828967642,-0.19095958637055213
2005-02-28,0.1111111111111111,0.18335901386748843,-0.11005684968372761
2005-03-31,0.5,0.7183098591549295,-0.09678341371889758
2005-04-30,0.5833333333333333,0.48602060121925583,-0.2135432777099444
2005-05-31,0.6666666666666666,0.2537313432835821,-0.11146105811141266
2005-06-30,0.5,0.1523687580025608,-0.270087875087875
2005-07-31,0.25,0.21811387807363664,-0.2689271889711319
2005-08-31,0.0,0.28385899814471244,-0.1258132936451123
2005-09-30,0.42857142857142855,0.8242424242424242,-0.0035458350845347787
2005-10-31,0.18487394957983191,0.7212121212121212,-0.1862685930179223
2005-11-30,-0.058823529411764705,0.6181818181818182,-0.19652448113748425
2005-12-31,0.5,0.5338842975206611,-0.04730206473668233
2006-01-31,0.3333333333333333,0.6538461538461539,-0.062311450111549135
2006-02-28,0.16666666666666666,0.6964882943143813,-0.10013804687621583
2006-03-31,0.0,0.7391304347826086,-0.20530377733991295
2006-04-30,0.25,0.6271409749670619,-0.0582474890489428
2006-05-31,0.5,0.5151515151515151,-0.13776180452323694
2006-06-30,0.6,0.19941348973607037,-0.23797673963755397
2006-07-31,0.55,0.33152492668621697,-0.16020966408210405
2006-08-31,0.5,0.46363636363636357,-0.24847690402588601
2006-09-30,0.5,0.0635118306351183,-0.2541899518132748
2006-10-31,0.2,0.16707616707616707,-0.3479090977193444
2006-11-30,0.2,0.1318335380835381,-0.26937729481847134
2006-12-31,0.2,0.09659090909090909,-0.2060982620532766
2007-01-31,0.2,0.19590268886043533,-0.26542812026682994
2007-02-28,0.6000000000000001,0.32650448143405886,-0.1474569081711939
2007-03-31,1.0,0.45710627400768244,-0.18918056099719932
2007-04-30,0.6,0.3389427473934516,-0.12347633847633847
2007-05-31,0.2,0.22077922077922077,-0.12745313404706193
2007-06-30,0.6,0.1766233766233766,-0.21473137973137973
2007-07-31,0.16666666666666663,0.046224146224146195,-0.2397244332728204
2007-08-31,-0.26666666666666666,-0.08417508417508418,-0.17434590499106634
2007-09-30,0.2,-0.4285714285714286,-0.3185238835238835
2007-10-31,-0.6666666666666666,-0.23863636363636365,-0.18418095769538892
2007-11-30,-0.23333333333333328,-0.15617321867321868,-0.15841708613447744
2007-12-31,0.2,-0.07371007371007372,-0.20706434670781024
2008-01-31,0.0,-0.3652597402597403,-0.19809059716430136
2008-02-29,0.08333333333333333,-0.3296886936592819,-0.184800319130948
2008-03-31,0.16666666666666666,-0.29411764705882354,-0.31083513260932605
2008-04-30,-0.42857142857142855,-0.24401913875598089,-0.1827982675505896
2008-05-31,-0.2857142857142857,-0.2057416267942584,-0.12157743218863759
2008-06-30,-0.14285714285714285,-0.1674641148325359,-0.15660662535342842
2008-07-31,-0.19642857142857142,-0.1291866028708134,-0.19156033963002292
2008-08-31,-0.25,-0.09090909090909091,-0.24595908117647242
2008-09-30,-0.7142857142857143,-0.25974025974025977,-0.222199294227158
2008-10-31,-0.7321428571428572,-0.7320574162679426,-0.345560424797012
2008-11-30,-0.5803571428571429,-0.7526266462783012,-0.34475144191422274
2008-12-31,-0.42857142857142855,-0.7731958762886598,-0.35000261742672617
2009-01-31,-0.75,-0.48951048951048953,-0.396059368060051
2009-02-28,-0.675,-0.601898101898102,-0.3432943473005104
2009-03-31,-0.6,-0.7142857142857144,-0.28421647090844526
2009-04-30,-0.75,-0.2337662337662338,-0.2881142335476701
2009-05-31,-0.875,-0.310663021189337,-0.2573735715832902
2009-06-30,-1.0,-0.3875598086124402,-0.3217090406798429
2009-07-31,-0.8333333333333333,-0.3101878865678609,-0.18866601241481504
2009-08-31,-0.6666666666666666,-0.23281596452328163,-0.329169426486248
2009-09-30,-0.6666666666666666,-0.42319749216300945,-0.12414614524165583
2009-10-31,-0.6666666666666666,-0.40390643838919704,-0.26695905945905946
2009-11-30,-0.6666666666666666,-0.38461538461538464,-0.26429969331018804
2009-12-31,-0.3333333333333333,0.04880382775119617,-0.279308569382766
2010-01-31,0.0,-0.09881422924901187,-0.18419532269277603
2010-02-28,-0.21428571428571427,-0.07140124952186663,-0.2958980628008968
2010-03-31,-0.42857142857142855,-0.04398826979472141,-0.196865471130177
2010-04-30,-0.14285714285714285,0.1905354919053549,-0.2503148192803365
2010-05-31,0.0,0.007032451835030373,-0.2676252015957898
2010-06-30,-0.25,-0.17647058823529416,-0.12976578976578979
2010-07-31,-0.19642857142857142,-0.30517744287797766,-0.2737342406697245
2010-08-31,-0.14285714285714285,-0.43388429752066116,-0.2746683424102779
2010-09-30,-0.25,-0.48701298701298706,-0.08182317682317683
2010-10-31,-0.3522727272727273,-0.36747343565525387,-0.2185468235468235
2010-11-30,-0.45454545454545453,-0.2479338842975207,-0.046032583973760435
2010-12-31,-0.09090909090909091,-0.1593860684769776,-0.10380658767755546
2011-01-31,-0.6,0.0303030303030303,-0.13579825192728415
2011-02-28,-0.1333333333333333,0.24696969696969695,-0.27902418543174845
2011-03-31,0.3333333333333333,0.46363636363636357,-0.128941488618908
2011-04-30,0.3333333333333333,0.20987654320987653,-0.22163984163984163
2011-05-31,0.16666666666666666,-0.021911622686816512,-0.12721885394299184
2011-06-30,0.0,-0.25369978858350956,-0.1927158721338288
2011-07-31,-0.16666666666666666,-0.4643154590300468,-0.27795713176915143
2011-08-31,-0.3333333333333333,-0.6749311294765841,-0.23377207323848423
2011-09-30,-0.6,-0.48387096774193555,-0.21485657540869102
2011-10-31,-0.3,-0.2639296187683285,-0.20031108871550385
2011-11-30,0.0,-0.04398826979472141,-0.32693696861154165
2011-12-31,-0.1111111111111111,-0.09740259740259741,-0.18217065223357046
2012-01-31,-0.6,-0.30991735537190085,-0.2374510742972148
2012-02-29,-0.16363636363636364,-0.06910009182736457,-0.20693368637511111
2012-03-31,0.2727272727272727,0.1717171717171717,-0.18917580127401923
2012-04-30,0.09090909090909091,0.27929901423877324,-0.12663192762644587
2012-05-31,-0.010101010101010097,-0.059214129244249736,-0.2105438727278813
2012-06-30,-0.1111111111111111,-0.39772727272727276,-0.23684239064505594
2012-07-31,-0.10101010101010101,-0.34939492325855964,-0.18196121541101332
2012-08-31,-0.09090909090909091,-0.3010625737898465,-0.21112502367143077
2012-09-30,-0.2,-0.21087160262417998,-0.33853176997294643
2012-10-31,-0.2727272727272727,0.020606060606060607,-0.17752416427360737
2012-11-30,-0.2727272727272727,-0.21202898550724641,-0.14759210288622052
2012-12-31,-0.2727272727272727,-0.4446640316205534,-0.12777802831233367
2013-01-31,0.09090909090909091,-0.13789581205311544,-0.1930472941508595
2013-02-28,-0.054545454545454536,-0.09859217480126128,-0.2333914469304495
2013-03-31,-0.2,-0.05928853754940712,-0.19771802271802275
2013-04-30,-0.14545454545454545,-0.11585116532642772,-0.2568048615184838
2013-05-31,-0.09090909090909091,-0.17241379310344832,-0.167589979070055
2013-06-30,-0.09090909090909091,-0.19834710743801653,-0.08699669136656527
2013-07-31,-0.07692307692307693,-0.12396694214876035,-0.1540508319870149
2013-08-31,-0.13846153846153847,-0.09883850792941704,-0.1810551455712746
2013-09-30,-0.2,-0.07371007371007372,-0.20713543875746057
2013-10-31,-0.375,-0.5555555555555556,-0.2497591644642869
2013-11-30,-0.4375,-0.2115440115440116,-0.19979163963818694
2013-12-31,-0.5,0.13246753246753246,-0.25061832034441556
2014-01-31,-0.3333333333333333,-0.08021390374331551,-0.13728857761115823
2014-02-28,-0.3137254901960784,-0.13101604278074866,-0.17653573661909358
2014-03-31,-0.29411764705882354,-0.18181818181818182,-0.2437138078029919
2014-04-30,-0.25,0.10303030303030303,-0.31485984632269465
2014-05-31,-0.1875,0.13285486443381178,-0.27362626304751536
2014-06-30,-0.125,0.16267942583732056,-0.2261079466342624
2014-07-31,-0.125,0.19729206963249513,-0.0861189938040033
2014-08-31,-0.09583333333333333,0.11661643650757948,-0.3623688455756767
2014-09-30,-0.06666666666666667,0.035940803382663845,-0.13681303446009324
2014-10-31,-0.38461538461538464,-0.33333333333333337,-0.07548856161759387
2014-11-30,-0.358974358974359,-0.23204649232046493,-0.19323827024021045
2014-12-31,-0.3333333333333333,-0.1307596513075965,-0.28651238061404843
2015-01-31,-0.2727272727272727,-0.26645768025078376,-0.23888398685002757
2015-02-28,-0.303030303030303,-0.22582143271798447,-0.11252001966287681
2015-03-31,-0.3333333333333333,-0.18518518518518517,-0.20065911100393863
2015-04-30,-0.4,-0.20750988142292492,-0.12315712065712066
2015-05-31,-0.30000000000000004,-0.09544604530579287,-0.1551793625477836
2015-06-30,-0.2,0.016617790811339198,-0.16879395114689233
2015-07-31,-0.1111111111111111,-0.014354066985645933,-0.23274738122935468
2015-08-31,-0.05555555555555555,-0.09493580937041074,-0.28275165694520527
2015-09-30,0.0,-0.17551755175517553,-0.32666338477483986
2015-10-31,-0.09090909090909091,-0.253419147224457,-0.18836759382300178
2015-11-30,0.1818181818181818,-0.08212915403180893,-0.03696422624994054
2015-12-31,0.45454545454545453,0.08916083916083917,-0.23824508297942834
2016-01-31,0.0,-0.05928853754940712,-0.1370199692780338
2016-02-29,0.0,-0.06752305665349144,-0.21762088486226414
2016-03-31,0.0,-0.07575757575757576,-0.309883685785014
2016-04-30,0.14285714285714285,-0.03557312252964427,-0.2160919540229885
2016-05-31,-0.053571428571428575,-0.05953053158022102,-0.22785241578345036
2016-06-30,-0.25,-0.08348794063079777,-0.2405655455655455
2016-07-31,-0.1111111111111111,-0.09569377990430622,-0.08067309035050971
2016-08-31,0.0,0.08538195017323874,-0.02440623892236794
2016-09-30,0.1111111111111111,0.2664576802507837,0.06192437192437192
2016-10-31,0.18055555555555555,0.29763889815247113,-0.1501396453009356
2016-11-30,0.25,0.3288201160541586,-0.25866068797103275
2016-12-31,0.5,0.6148582600195502,-0.2934319384319384
2017-01-31,0.5,0.5426069956224233,-0.014736876027198607
2017-02-28,0.5,0.47035573122529645,-0.24123376623376616
2017-03-31,0.42857142857142855,0.31653888280394304,-0.1932646982646983
2017-04-30,0.21428571428571427,0.1911514530073874,-0.2788114184665909
2017-05-31,0.0,0.06576402321083172,-0.11635944700460833
2017-06-30,0.42857142857142855,0.44409613375130613,-0.06834051569345688
2017-07-31,0.42857142857142855,0.23776223776223776,0.08907411374204538
2017-08-31,0.4920634920634921,0.3647488874761602,-0.15022755022755022
2017-09-30,0.5555555555555556,0.4917355371900826,-0.14611595301250477
2017-10-31,0.5555555555555556,0.5139568223983808,-0.28732362935398986
2017-11-30,0.5555555555555556,0.536178107606679,-0.14724585759068515
2017-12-31,0.5,0.5391120507399577,-0.12537284144427002
2018-01-31,0.3333333333333333,0.45075757575757575,-0.14837421837421835
2018-02-28,0.29166666666666663,0.4890151515151515,-0.26849043813329526
2018-03-31,0.25,0.5272727272727272,-0.15131732067215936
2018-04-30,0.19642857142857142,0.4392561983471074,-0.17757749912922327
2018-05-31,0.14285714285714285,0.3512396694214876,-0.2901731601731602
2018-06-30,0.42857142857142855,0.5151515151515151,-0.21252941502941508
2018-07-31,0.2857142857142857,0.32626262626262625,-0.13119759869759867
2018-08-31,0.14285714285714285,0.13737373737373737,-0.22094214029697903
2018-09-30,0.0,0.5151515151515151,-0.19770581270581272
2018-10-31,0.16666666666666666,0.23083778966131907,0.019732955216826185
2018-11-30,0.3333333333333333,-0.05347593582887701,-0.28095238095238095
2018-12-31,0.2,-0.24401913875598089,-0.23750872783130847
2019-01-31,0.2,-0.16129032258064518,-0.33584730681504865
2019-02-28,-0.06666666666666665,-0.22825528312724858,-0.18137755102040817
2019-03-31,-0.3333333333333333,-0.29522024367385197,-0.2057913351016799
2019-04-30,-0.06666666666666665,-0.2265574902579786,-0.23341269841269838
2019-05-31,0.2,-0.15789473684210528,-0.2111375661375661
2019-06-30,0.3333333333333333,-0.4736842105263159,-0.1429232804232804
2019-07-31,0.14285714285714285,-0.34759358288770054,-0.12012288786482336
2019-08-31,0.14285714285714285,-0.385395537525355,-0.21525493025493025
2019-09-30,0.14285714285714285,-0.42319749216300945,-0.3916101140239071
2019-10-31,0.16666666666666666,-0.5480033984706882,-0.16721260221260226
2019-11-30,0.18333333333333335,-0.28149420672785164,-0.2413345275414241
2019-12-31,0.2,-0.014985014985014988,-0.014285714285714285
2020-01-31,0.2,-0.11131725417439703,-0.30607041107041105
2020-02-29,-0.04999999999999999,-0.4647495361781076,-0.19604324247181387
2020-03-31,-0.3,-0.8181818181818182,-0.46659805955221917
2020-04-30,-1.0,-0.9297520661157025,-0.44846912346912343
2020-05-31,-0.8571428571428572,-0.746496586417535,-0.35105605460575035
2020-06-30,-0.7142857142857143,-0.5632411067193677,-0.39351606248157966
2020-07-31,-0.42857142857142855,-0.46563192904656325,-0.3088628217660477
2020-08-31,1.0,-0.46008869179600886,-0.29849515563801277
2020-09-30,-0.6666666666666666,-0.45454545454545453,-0.3656584794515829
2020-10-31,-0.5476190476190476,-0.4187946884576098,-0.26993746993746986
2020-11-30,-0.42857142857142855,-0.38304392236976514,-0.4591879384982833
2020-12-31,-0.5,-0.41226215644820297,-0.37624338624338627
2021-01-31,-0.5,-0.07029053420805999,-0.32910906298003073
2021-02-28,-0.6071428571428572,0.007312275353512462,0.013951069506625054
2021-03-31,-0.7142857142857143,0.08491508491508491,-0.26799006004888354
2021-04-30,-0.42857142857142855,0.05585980284775465,-0.1901611798163522
2021-05-31,-0.38095238095238093,-0.06947269597872008,-0.44617937617937614
2021-06-30,-0.3333333333333333,-0.19480519480519481,-0.1264983164983165
2021-07-31,-0.42857142857142855,-0.12652296157450799,-0.2086778036778037
2021-08-31,-0.42857142857142855,,-0.14468360857249746
2021-09-30,-0.42857142857142855,,-0.16800976800976802
2021-10-31,,,-0.0945887445887446
2021-11-30,,,
2021-12-31,,,
